:a1/109,a109/119,a119/128: 0.00000e+00
:a1/2,a2/10,a10/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/109,a109/119,a119/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/118,a118/128: 1.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/62,a62/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/62,a62/84,a84/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/62,a62/84,a84/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/62,a62/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/85,a85/108,a108/128: 1.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/49,a49/85,a85/121,a121/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/119,a119/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/74,a74/103,a103/124,a124/128: 9.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/74,a74/98,a98/128: 5.52000e-02
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/79,a79/128: 8.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/79,a79/98,a98/128: 7.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/93,a93/103,a103/124,a124/128: 4.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/57,a57/93,a93/122,a122/128: 5.90000e-03
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/74,a74/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/74,a74/98,a98/128: 2.90000e-03
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/78,a78/121,a121/128: 2.80000e-03
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/78,a78/122,a122/128: 9.20000e-03
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/78,a78/98,a98/128: 2.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/38,a38/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/52,a52/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/52,a52/74,a74/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/52,a52/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/52,a52/74,a74/98,a98/128: 2.50000e-03
:a1/2,a2/10,a10/17,a17/24,a24/52,a52/97,a97/113,a113/128: 1.02000e-02
:a1/2,a2/10,a10/17,a17/24,a24/74,a74/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/24,a24/74,a74/98,a98/128: 1.00000e-04
:a1/2,a2/10,a10/17,a17/24,a24/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/62,a62/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/62,a62/84,a84/128: 1.00000e-04
:a1/2,a2/10,a10/17,a17/41,a41/62,a62/84,a84/98,a98/128: 1.00000e-04
:a1/2,a2/10,a10/17,a17/41,a41/62,a62/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/67,a67/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/67,a67/127,a127/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/67,a67/85,a85/108,a108/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/67,a67/85,a85/121,a121/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/70,a70/105,a105/128: 3.80000e-03
:a1/2,a2/10,a10/17,a17/41,a41/70,a70/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/70,a70/85,a85/108,a108/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/70,a70/85,a85/121,a121/128: 1.00000e-04
:a1/2,a2/10,a10/17,a17/41,a41/85,a85/108,a108/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/41,a41/85,a85/121,a121/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/62,a62/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/62,a62/84,a84/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/62,a62/84,a84/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/62,a62/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/85,a85/108,a108/128: 0.00000e+00
:a1/2,a2/10,a10/17,a17/85,a85/121,a121/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/102,a102/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/74,a74/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/74,a74/98,a98/128: 1.00000e-04
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/90,a90/105,a105/128: 5.00000e-04
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/59,a59/90,a90/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/74,a74/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/74,a74/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/48,a48/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/55,a55/113,a113/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/55,a55/74,a74/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/55,a55/74,a74/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/55,a55/74,a74/98,a98/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/55,a55/93,a93/103,a103/124,a124/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/55,a55/93,a93/122,a122/128: 0.00000e+00
:a1/2,a2/10,a10/21,a21/31,a31/74,a74/103,a103/124,a124/128: 0.00000e+00
